/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	1	/>This article	is about	the film series and media franchise	8	10	10	12	12	18	0.6880186101758632	2x " data-file-width ="128 " data-file-height ="128 " />This article is about the film series and media franchise .	CD `` JJ CD `` JJ . '' DT NN VBZ IN DT NN NN CC NNS NN .	B-NP I-NP I-NP I-NP O B-ADJP O O B-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	/>this article	be about	the film series and media franchise
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	4	The saga	quickly became	a worldwide trilogy	0	2	2	4	4	7	0.9319388056781309	The saga quickly became a worldwide trilogy .	DT NN RB VBD DT JJ NN .	B-NP I-NP B-ADVP B-VP B-NP I-NP I-NP O	the saga	become	a worldwide trilogy
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	5	A prequel trilogy	was released between	1999 and 2005	0	3	3	6	6	9	0.9754637069445452	A prequel trilogy was released between 1999 and 2005 , albeit to mixed reactions from critics and fans .	DT NN NN VBD VBN IN CD CC CD , IN TO JJ NNS IN NNS CC NNS .	B-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-PP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O	a prequel trilogy	release between	# and #
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	9	They	were released out of	sequence	0	1	1	5	5	6	0.7884777061136288	They were released out of sequence : the original trilogy .	PRP VBD VBN IN IN NN : DT JJ NN .	B-NP B-VP I-VP B-PP B-PP B-NP O B-NP I-NP I-NP O	they	release out of	sequence
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	10	The first two trilogies	were released on	three year intervals	0	4	4	7	7	10	0.9928243875733289	The first two trilogies were released on three year intervals , the sequel trilogy films two years apart .	DT JJ CD NNS VBD VBN IN CD NN NNS , DT NN NN NNS CD NNS RB .	B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-NP I-NP B-ADVP O	the first # trilogies	release on	# year intervals
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	13	They	were among	the last projects	0	1	1	3	3	6	0.19151336910513034	They were among the last projects overseen by George Lucas before the franchise was sold to Disney in 2012 .	PRP VBD IN DT JJ NNS VBN IN NNP NNP IN DT NN VBD VBN TO NNP IN CD .	B-NP B-VP B-PP B-NP I-NP I-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP O	they	be among	the last projects
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	13	the franchise	was sold to	Disney	11	13	13	16	16	17	0.9272160104187965	They were among the last projects overseen by George Lucas before the franchise was sold to Disney in 2012 .	PRP VBD IN DT JJ NNS VBN IN NNP NNP IN DT NN VBD VBN TO NNP IN CD .	B-NP B-VP B-PP B-NP I-NP I-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP O	the franchise	sell to	disney
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	15	He	began developing	his own story	0	1	1	3	3	6	0.25561241782764627	He began developing his own story inspired by the work of .	PRP VBD VBG PRP$ JJ NN VBN IN DT NN IN .	B-NP B-VP I-VP B-NP I-NP I-NP B-VP B-PP B-NP I-NP B-PP O	he	begin develop	his own story
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	17	The sequels	generally advertised without	the episodic number distinction	0	2	7	10	10	14	0.8032163058856204	The sequels were self-financed by , and generally advertised without the episodic number distinction present in their opening crawls .	DT NNS VBD JJ IN , CC RB VBD IN DT JJ NN NN RB IN PRP$ NN NNS .	B-NP I-NP B-VP I-VP B-PP O O B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-ADVP B-PP B-NP I-NP I-NP O	the sequels	advertise without	the episodic number distinction
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	19	the style of CGI	envisioned for	the new films	8	12	12	14	14	17	0.7853272963040121	A theatrical "updated " the original trilogy with the style of CGI envisioned for the new films .	DT JJ JJ `` DT JJ NN IN DT NN IN NNP VBD IN DT JJ NNS .	B-NP I-NP I-NP I-NP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP O	the style of cgi	envision for	the new films
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	20	she	helps	the Resistance	5	6	6	7	7	9	0.07293355611828951	Along with ex-stormtrooper Finn , she helps the Resistance led by Leia fight the First Order commanded by .	IN IN JJ NNP , PRP VBZ DT NN VBN IN NNP NN DT NNP NNP VBD IN .	B-PP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-VP B-PP B-NP B-VP B-NP I-NP I-NP B-VP B-NP O	she	help	the resistance
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	21	they	do not bear in	their titles	8	9	9	13	13	15	0.2012077836988809	Although based on story ideas from Lucas , they do not bear in their titles , and were considered to exist in a lower level of canon than the episodic films .	IN VBN IN NN NNS IN NNP , PRP VBP RB VB IN PRP$ NNS , CC VBD VBN TO VB IN DT JJR NN IN NN IN DT JJ NNS .	B-SBAR B-VP B-PP B-NP I-NP B-PP B-NP O B-NP B-VP I-VP I-VP B-PP B-NP I-NP O O B-VP I-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O	they	bear in	their titles
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	22	Lucas	continued developing	spin-offs	11	12	12	14	14	15	0.70524602813063	After the conclusion of his then six-episode saga in 2005 , Lucas continued developing spin-offs in the form of television series and theatrical films .	IN DT NN IN PRP$ RB JJ NN IN CD , NNP VBD VBG NNS IN DT NN IN NN NN CC JJ NNS .	B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP O B-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	lucas	continue develop	spin-offs
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	23	the rebels	obtained	the	3	5	5	6	6	7	0.8155590724270743	Focused on how the rebels obtained the , was released on December 16 , 2016 to favorable reviews and box office performance .	VBN IN WRB DT NNS VBD DT , VBD VBN IN NNP CD , CD TO JJ NNS CC NN NN NN .	B-VP B-PP B-ADVP B-NP I-NP B-VP B-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	the rebels	obtain	the
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	23	the rebels	was released on	December 16 , 2016	3	5	8	11	11	15	0.8974371973489587	Focused on how the rebels obtained the , was released on December 16 , 2016 to favorable reviews and box office performance .	VBN IN WRB DT NNS VBD DT , VBD VBN IN NNP CD , CD TO JJ NNS CC NN NN NN .	B-VP B-PP B-ADVP B-NP I-NP B-VP B-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	the rebels	release on	december # , #
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	24	Chewbacca and Lando	was released on	May 25 , 2018	11	14	18	21	21	25	0.8744071856872602	The second , , centered on a young Han Solo with Chewbacca and Lando as supporting characters , was released on May 25 , 2018 to mixed reviews and little box office success .	DT JJ , , VBN IN DT JJ NNP NNP IN NNP CC NNP IN VBG NNS , VBD VBN IN NNP CD , CD TO JJ NNS CC JJ NN NN NN .	B-NP I-NP I-NP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP O	chewbacca and lando	release on	may # , #
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	25	The films	will reportedly differ from	the Skywalker-focused films	0	2	2	6	6	9	0.7150514697524787	The films will reportedly differ from the Skywalker-focused films in favor of focusing on new characters .	DT NNS MD RB VB IN DT JJ NNS IN NN IN VBG IN JJ NNS .	B-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP B-PP B-NP B-PP B-VP B-PP B-NP I-NP O	the films	differ from	the skywalker-focused films
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	26	celebrity guest stars	appear in	plot-related skits	9	12	12	14	14	16	0.38687310030802685	Along with the stars of the original film , celebrity guest stars appear in plot-related skits and musical numbers .	IN IN DT NNS IN DT JJ NN , NN NN NNS VB IN JJ NNS CC JJ NNS .	B-PP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP B-PP B-NP I-NP O B-NP I-NP O	celebrity guest stars	appear in	plot-related skits
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	28	Existing works	would no longer be considered	material	0	2	2	7	7	8	0.252372749629087	Existing works would no longer be considered material to still be produced .	VBG NNS MD RB RB VB VBN NN TO RB VB VBN .	B-NP I-NP B-VP I-VP I-VP I-VP I-VP B-NP B-VP I-VP I-VP I-VP O	existing works	consider	material
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	29	it	was	the following month	4	5	5	6	6	9	0.464439090969822	Credited to Lucas , it was the following month .	NNP TO NNP , PRP VBD DT VBG NN .	B-ADJP B-PP B-NP O B-NP B-VP B-NP I-NP I-NP O	it	be	the following month
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	32	George Lucas	decided to take	a $ 500,000 pay cut	7	9	9	12	12	17	0.20892911929290967	While filming the original 1977 film , George Lucas decided to take a $ 500,000 pay cut to his salary as director in exchange for full ownership of the franchise 's merchandising rights .	IN VBG DT JJ CD NN , NNP NNP VBD TO VB DT $ CD NN NN TO PRP$ NN IN NN IN NN IN JJ NN IN DT NN POS NN NNS .	B-PP B-VP B-NP I-NP I-NP I-NP O B-NP I-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	george lucas	decide to take	a $ # pay cut
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	33	Hasbro	holds	the rights	4	5	5	6	6	8	0.23204486812905015	Since the 1990s , Hasbro holds the rights to create action figures based on the saga .	IN DT CD , NNP VBZ DT NNS TO VB NN NNS VBN IN DT NN .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-VP I-VP B-NP I-NP B-VP B-PP B-NP I-NP O	hasbro	hold	the rights
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	34	Some of the card series	are of	film stills	0	5	5	7	7	9	0.8920945522938545	Some of the card series are of film stills , while others are original art .	DT IN DT NN NN VBP IN NN NNS , IN NNS VBP JJ NN .	B-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP O B-SBAR B-NP B-VP B-NP I-NP O	some of the card series	be of	film stills
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	34	others	are	original art	11	12	12	13	13	15	0.6119190279328341	Some of the card series are of film stills , while others are original art .	DT IN DT NN NN VBP IN NN NNS , IN NNS VBP JJ NN .	B-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP O B-SBAR B-NP B-VP B-NP I-NP O	others	be	original art
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	35	Many of the cards	have become highly collectible with	some very rare "promos"	0	4	4	9	9	13	0.9618071275358338	Many of the cards have become highly collectible with some very rare "promos" , such as the 1993 Galaxy Series II "floating Yoda " P3 card often commanding US$ 1,000 or more .	JJ IN DT NNS VBP VBN RB JJ IN DT RB JJ NN , JJ IN DT CD NNP NNP NNP CC NNP '' . NN RB JJ $ CD CC JJR .	B-NP I-NP I-NP I-NP B-VP I-VP B-ADJP I-ADJP B-PP B-NP I-NP I-NP I-NP O B-PP I-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-VP B-NP I-NP I-NP I-NP I-NP I-NP O	many of the cards	become collectible with	some very rare "promos"
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	36	Lucas ' vision of a "used future	was further popularized in	the science fiction films city of the future	0	7	8	12	12	20	0.8831910488600568	Lucas ' vision of a "used future " was further popularized in the science fiction films city of the future .	NNP POS NN IN DT JJ NN '' VBD JJ JJ IN DT NN NN NNS NN IN DT NN .	B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	lucas ' vision of a "used future	be further popularized in	the science fiction films city of the future
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	37	Lucas	made	a conscious effort	0	1	1	2	2	5	0.31335915330218195	Lucas made a conscious effort to parallel scenes and dialogue between films , and especially the journey of Anakin Skywalker in the prequels with that of his son Luke . .	NNP VBD DT JJ NN TO VB NNS CC NN IN NNS , CC RB DT NN IN NNP NNP IN DT NNS IN DT IN PRP$ NN NNP . .	B-NP B-VP B-NP I-NP I-NP B-VP I-VP B-NP O B-NP B-PP B-NP O O B-ADVP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-NP O O	lucas	make	a conscious effort
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	38	Imperial officer uniforms	resemble on	their caps	0	3	3	5	5	7	0.9775664314914655	Imperial officer uniforms resemble on their caps .	JJ NN NNS VBP IN PRP$ NNS .	B-NP I-NP I-NP B-VP B-PP B-NP I-NP O	imperial officer uniforms	resemble on	their caps
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	39	Lucas	has also drawn parallels to	historical dictators	0	1	1	6	6	8	0.9124375458570282	Lucas has also drawn parallels to historical dictators such as .	NNP VBZ RB VBN NNS TO JJ NNS JJ IN .	B-NP B-VP I-VP I-VP B-NP B-PP B-NP I-NP B-PP I-PP O	lucas	draw parallel to	historical dictators
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	40	the studio 's stock price	doubled to	a record high	9	14	14	16	16	19	0.8502194901811935	Within three weeks of the film 's release , the studio 's stock price doubled to a record high .	IN CD NNS IN DT NN POS NN , DT NN POS NN NN VBD TO DT NN NN .	B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP O	the studio 's stock price	double to	a record high
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	41	this	has ranged from	writing	4	5	5	8	8	9	0.9018263918989438	In recent years , this has ranged from writing .	IN JJ NNS , DT VBZ VBN IN NN .	B-PP B-NP I-NP O B-NP B-VP I-VP B-PP B-NP O	this	range from	writing
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	42	Lucasfilm	sponsored	the first annual	3	4	4	5	5	8	0.8731964697836146	In 2002 , Lucasfilm sponsored the first annual , officially recognizing filmmakers and the genre .	IN CD , NNP VBD DT JJ JJ , RB VBG NNS CC DT NN .	B-PP B-NP O B-NP B-VP B-NP I-NP I-NP O B-VP I-VP B-NP O B-NP I-NP O	lucasfilm	sponsor	the first annual
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	47	mystery standalone movie	take	center stage	5	8	8	9	9	11	0.7369062141614879	Wars : Rogue One and mystery standalone movie take center stage " .	NNS : NNP CD CC NN NN NN VBP NN NN '' .	B-NP O B-NP I-NP O B-NP I-NP I-NP B-VP B-NP I-NP O O	mystery standalone movie	take	center stage
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	48	Lucasfilm	develops secret plans for	new Star Wars movies	4	5	5	9	9	13	0.9203473408232328	Rogue One looms , Lucasfilm develops secret plans for new Star Wars movies " .	NNP CD VBZ , NNP VBZ JJ NNS IN JJ NNP NNS NNS '' .	B-NP I-NP B-VP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O O	lucasfilm	develop plan for	new star wars movies
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	50	The Empire Strikes	So Does	Filmmaker George Lucas	1	4	6	8	8	11	0.839753255466686	" The Empire Strikes Back and So Does Filmmaker George Lucas With His Sequel to Star Wars " .	`` DT NNP NNP RB CC RB VBZ NNP NNP NNP IN PRP$ NNP TO NNP NNPS '' .	O B-NP I-NP I-NP B-ADVP O O B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O	the empire strikes	do	filmmaker george lucas
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	59	'Star Wars	wo n't go beyond	Darth Vader "	2	4	5	9	9	12	0.722845293655371	Lucas : 'Star Wars ' wo n't go beyond Darth Vader " .	NNP : JJ NNS '' MD RB VB IN NNP NNP '' .	B-NP O B-NP I-NP O B-VP I-VP I-VP B-PP B-NP I-NP I-NP O	'star wars	go beyond	darth vader
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	62	Legendary Star Wars Expanded Universe	Turns	A New Page "	0	5	5	6	6	10	0.9390894667018188	Legendary Star Wars Expanded Universe Turns A New Page " .	NNP NNP NNPS JJ NN VBZ DT NNP NNP '' .	B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP O	legendary star wars expanded universe	turn	a new page
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	67	We	Expect	More	5	6	6	7	7	8	0.06588929750203386	Shows For Children : Should We Expect More ? " .	NNS IN NNS : MD PRP VB JJR . '' .	B-NP B-PP B-NP O O B-NP B-VP B-NP O O O	we	expect	more
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	71	Wars Rebels ' finale	possesses	an epic scope	0	4	4	5	5	8	0.23048478169079892	Wars Rebels ' finale possesses an epic scope that does n't quite match the journey to get there " .	NNS NNS POS NN VBZ DT NN NN WDT VBZ RB RB VB DT NN TO VB RB '' .	B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP B-NP B-VP I-VP I-VP I-VP B-NP I-NP B-VP I-VP B-ADVP O O	wars rebels ' finale	possess	an epic scope
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	71	an epic scope	does n't quite match	the journey	5	8	9	13	13	15	0.039888390298959735	Wars Rebels ' finale possesses an epic scope that does n't quite match the journey to get there " .	NNS NNS POS NN VBZ DT NN NN WDT VBZ RB RB VB DT NN TO VB RB '' .	B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP B-NP B-VP I-VP I-VP I-VP B-NP I-NP B-VP I-VP B-ADVP O O	an epic scope	match	the journey
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	72	Wars Rebels ' "epic showdown	is really	a quiet ,	0	5	6	8	8	11	0.9237413116183769	Wars Rebels ' "epic showdown " is really a quiet , if narrow , character study " .	NNS NNS POS JJ NN '' VBZ RB DT JJ , IN JJ , NN NN '' .	B-NP I-NP I-NP I-NP I-NP O B-VP B-ADVP B-NP I-NP I-NP B-PP B-NP O B-NP I-NP I-NP O	wars rebels ' "epic showdown	be	a quiet ,
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	77	Favreau 's Star Wars series	will be set between	Return of the Jedi	0	5	5	9	9	13	0.9175257833643585	Favreau 's Star Wars series will be set between Return of the Jedi and The Force Awakens " .	NNP POS NNP NNPS NN MD VB VBN IN NN IN DT NNP CC DT NNP NNP '' .	B-NP I-NP I-NP I-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O	favreau 's star wars series	set between	return of the jedi
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	98	Wars ' Jedi	augmented	reality game	3	6	6	7	7	9	0.16655510664356096	Disney launch 'Star Wars ' Jedi augmented reality game that lets you use a Lightsaber " .	NNP NN '' NNS POS NNP VBD NN NN IN VBZ PRP VB DT NN '' .	B-NP I-NP O B-NP I-NP I-NP B-VP B-NP I-NP B-NP B-VP I-VP I-VP B-NP I-NP I-NP O	wars ' jedi	augment	reality game
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	98	reality game	use	a Lightsaber "	7	9	12	13	13	16	0.47884351215804727	Disney launch 'Star Wars ' Jedi augmented reality game that lets you use a Lightsaber " .	NNP NN '' NNS POS NNP VBD NN NN IN VBZ PRP VB DT NN '' .	B-NP I-NP O B-NP I-NP I-NP B-VP B-NP I-NP B-NP B-VP I-VP I-VP B-NP I-NP I-NP O	reality game	use	a lightsaber
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	110	Star Wars land	includes	resort "	0	3	8	9	9	11	0.7674510001528995	Star Wars land named Galaxy 's Edge , includes resort " .	NNP NNPS NN VBN NNP POS NNP , VBZ NN '' .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP O B-VP B-NP I-NP O	star wars land	include	resort
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	113	artist	drew	Darth Vader	2	3	4	5	5	7	0.7512362604305635	McQuarrie , artist who drew Darth Vader , C-3PO , dies at 82" .	NNP , NN WP VBD NNP NNP , NNP , VBZ IN CD .	B-NP O B-NP B-NP B-VP B-NP I-NP O B-NP O B-VP B-PP B-NP O	artist	draw	darth vader
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	113	Darth Vader	dies at	82"	5	7	10	12	12	13	0.6733959163070752	McQuarrie , artist who drew Darth Vader , C-3PO , dies at 82" .	NNP , NN WP VBD NNP NNP , NNP , VBZ IN CD .	B-NP O B-NP B-NP B-VP B-NP I-NP O B-NP O B-VP B-PP B-NP O	darth vader	die at	#
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	114	Star Wars costume designer	dressed	Darth Vader "	3	7	8	9	9	12	0.684696081639631	Mollo obituary : Star Wars costume designer who dressed Darth Vader " .	NNP NNP : NNP NNPS NN NN WP VBD NNP NNP '' .	B-NP I-NP O B-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP I-NP O	star wars costume designer	dress	darth vader
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	125	the request	was made for	STAR WARS	1	3	3	6	6	8	0.9684665373371508	When the request was made for STAR WARS , Lucasfilm offered us the Special Edition version .	WRB DT NN VBD VBN IN NNP NNP , NNP VBD PRP DT NNP NNP NN .	B-ADVP B-NP I-NP B-VP I-VP B-PP B-NP I-NP O B-NP B-VP B-NP B-NP I-NP I-NP I-NP O	the request	make for	star wars
/mnt/c/Users/cdilg/Documents/NEU/CS6120/reverb jar/starwars.html	125	Lucasfilm	offered	us	9	10	10	11	11	12	0.2017047634432745	When the request was made for STAR WARS , Lucasfilm offered us the Special Edition version .	WRB DT NN VBD VBN IN NNP NNP , NNP VBD PRP DT NNP NNP NN .	B-ADVP B-NP I-NP B-VP I-VP B-PP B-NP I-NP O B-NP B-VP B-NP B-NP I-NP I-NP I-NP O	lucasfilm	offer	us
